#ID	#Sides	:	Edge IDs	:	Shape	:	Tally
0	3	:	[0, 2, 1]	:	((57, 23), (78, 14), (70, 0))	:	0
1	3	:	[0, 4, 3]	:	((78, 14), (57, 23), (92, 38))	:	0
2	3	:	[5, 7, 6]	:	((92, -9), (92, -38), (70, 0))	:	1
3	3	:	[8, 4, 9]	:	((78, 14), (92, -9), (92, 38))	:	1
4	3	:	[8, 7, 1]	:	((92, -9), (78, 14), (70, 0))	:	0
5	3	:	[10, 12, 11]	:	((35, 14), (57, 23), (35, -14))	:	1
6	3	:	[13, 15, 14]	:	((21, -9), (35, 14), (0, 0))	:	2
7	3	:	[13, 12, 16]	:	((35, 14), (21, -9), (35, -14))	:	1
8	3	:	[17, 18, 6]	:	((70, -29), (92, -38), (70, 0))	:	1
9	3	:	[19, 21, 20]	:	((57, -5), (70, -29), (35, -14))	:	0
10	3	:	[19, 18, 22]	:	((70, -29), (57, -5), (70, 0))	:	0
11	3	:	[23, 2, 22]	:	((57, 23), (57, -5), (70, 0))	:	0
12	3	:	[23, 21, 11]	:	((57, -5), (57, 23), (35, -14))	:	0
13	3	:	[24, 26, 25]	:	((57, 23), (66, 45), (49, 49))	:	1
14	3	:	[24, 27, 3]	:	((66, 45), (57, 23), (92, 38))	:	0
15	3	:	[28, 30, 29]	:	((58, 71), (38, 92), (49, 49))	:	1
16	3	:	[31, 27, 32]	:	((66, 45), (58, 71), (92, 38))	:	2
17	3	:	[31, 30, 25]	:	((58, 71), (66, 45), (49, 49))	:	2
18	3	:	[10, 34, 33]	:	((35, 14), (57, 23), (14, 35))	:	1
19	3	:	[35, 36, 14]	:	((9, 21), (35, 14), (0, 0))	:	1
20	3	:	[35, 34, 37]	:	((35, 14), (9, 21), (14, 35))	:	1
21	3	:	[38, 39, 29]	:	((29, 70), (38, 92), (49, 49))	:	1
22	3	:	[40, 42, 41]	:	((36, 44), (29, 70), (14, 35))	:	1
23	3	:	[40, 39, 43]	:	((29, 70), (36, 44), (49, 49))	:	1
24	3	:	[44, 26, 43]	:	((57, 23), (36, 44), (49, 49))	:	1
25	3	:	[44, 42, 33]	:	((36, 44), (57, 23), (14, 35))	:	1
26	3	:	[45, 47, 46]	:	((-23, 57), (-14, 78), (0, 70))	:	1
27	3	:	[45, 49, 48]	:	((-14, 78), (-23, 57), (-38, 92))	:	2
28	3	:	[50, 52, 51]	:	((9, 92), (38, 92), (0, 70))	:	2
29	3	:	[53, 49, 54]	:	((-14, 78), (9, 92), (-38, 92))	:	1
30	3	:	[53, 52, 46]	:	((9, 92), (-14, 78), (0, 70))	:	1
31	3	:	[55, 57, 56]	:	((-14, 35), (-23, 57), (14, 35))	:	1
32	3	:	[58, 36, 59]	:	((9, 21), (-14, 35), (0, 0))	:	1
33	3	:	[58, 57, 37]	:	((-14, 35), (9, 21), (14, 35))	:	2
34	3	:	[38, 60, 51]	:	((29, 70), (38, 92), (0, 70))	:	1
35	3	:	[61, 62, 41]	:	((5, 57), (29, 70), (14, 35))	:	0
36	3	:	[61, 60, 63]	:	((29, 70), (5, 57), (0, 70))	:	1
37	3	:	[64, 47, 63]	:	((-23, 57), (5, 57), (0, 70))	:	0
38	3	:	[64, 62, 56]	:	((5, 57), (-23, 57), (14, 35))	:	0
39	3	:	[65, 67, 66]	:	((-23, 57), (-45, 66), (-49, 49))	:	0
40	3	:	[65, 68, 48]	:	((-45, 66), (-23, 57), (-38, 92))	:	0
41	3	:	[69, 71, 70]	:	((-71, 58), (-92, 38), (-49, 49))	:	1
42	3	:	[72, 68, 73]	:	((-45, 66), (-71, 58), (-38, 92))	:	1
43	3	:	[72, 71, 66]	:	((-71, 58), (-45, 66), (-49, 49))	:	0
44	3	:	[55, 75, 74]	:	((-14, 35), (-23, 57), (-35, 14))	:	1
45	3	:	[76, 77, 59]	:	((-21, 9), (-14, 35), (0, 0))	:	0
46	3	:	[76, 75, 78]	:	((-14, 35), (-21, 9), (-35, 14))	:	1
47	3	:	[79, 80, 70]	:	((-70, 29), (-92, 38), (-49, 49))	:	0
48	3	:	[81, 83, 82]	:	((-44, 36), (-70, 29), (-35, 14))	:	1
49	3	:	[81, 80, 84]	:	((-70, 29), (-44, 36), (-49, 49))	:	0
50	3	:	[85, 67, 84]	:	((-23, 57), (-44, 36), (-49, 49))	:	1
51	3	:	[85, 83, 74]	:	((-44, 36), (-23, 57), (-35, 14))	:	2
52	3	:	[86, 88, 87]	:	((-57, -23), (-78, -14), (-70, 0))	:	1
53	3	:	[86, 90, 89]	:	((-78, -14), (-57, -23), (-92, -38))	:	1
54	3	:	[91, 93, 92]	:	((-92, 9), (-92, 38), (-70, 0))	:	1
55	3	:	[94, 90, 95]	:	((-78, -14), (-92, 9), (-92, -38))	:	1
56	3	:	[94, 93, 87]	:	((-92, 9), (-78, -14), (-70, 0))	:	1
57	3	:	[96, 98, 97]	:	((-35, -14), (-57, -23), (-35, 14))	:	1
58	3	:	[99, 77, 100]	:	((-21, 9), (-35, -14), (0, 0))	:	0
59	3	:	[99, 98, 78]	:	((-35, -14), (-21, 9), (-35, 14))	:	0
60	3	:	[79, 101, 92]	:	((-70, 29), (-92, 38), (-70, 0))	:	0
