#ID	#Sides	:	Edge IDs	:	Shape	:	Tally
0	3	:	[0, 2, 1]	:	((72, 0), (72, 14), (81, 11))	:	1
1	3	:	[0, 4, 3]	:	((72, 14), (72, 0), (58, 19))	:	1
2	3	:	[5, 7, 6]	:	((81, 26), (95, 30), (81, 11))	:	0
3	3	:	[8, 4, 9]	:	((72, 14), (81, 26), (58, 19))	:	1
4	3	:	[8, 7, 1]	:	((81, 26), (72, 14), (81, 11))	:	1
5	3	:	[10, 12, 11]	:	((81, -11), (72, 0), (95, -7))	:	1
6	3	:	[13, 15, 14]	:	((95, -16), (81, -11), (95, -30))	:	2
7	3	:	[13, 12, 16]	:	((81, -11), (95, -16), (95, -7))	:	1
8	3	:	[17, 18, 6]	:	((95, 16), (95, 30), (81, 11))	:	1
9	3	:	[19, 21, 20]	:	((86, 4), (95, 16), (95, -7))	:	1
10	3	:	[19, 18, 22]	:	((95, 16), (86, 4), (81, 11))	:	0
11	3	:	[23, 2, 22]	:	((72, 0), (86, 4), (81, 11))	:	0
12	3	:	[23, 21, 11]	:	((86, 4), (72, 0), (95, -7))	:	1
13	3	:	[24, 26, 25]	:	((44, 0), (36, -11), (36, 11))	:	1
14	3	:	[27, 29, 28]	:	((44, 14), (44, 0), (58, 19))	:	0
15	3	:	[27, 26, 30]	:	((44, 0), (44, 14), (36, 11))	:	0
16	3	:	[31, 33, 32]	:	((13, 4), (0, 0), (22, -7))	:	0
17	3	:	[34, 36, 35]	:	((27, 0), (13, 4), (36, 11))	:	1
18	3	:	[34, 33, 37]	:	((13, 4), (27, 0), (22, -7))	:	2
19	3	:	[38, 39, 37]	:	((36, -11), (27, 0), (22, -7))	:	1
20	3	:	[38, 36, 25]	:	((27, 0), (36, -11), (36, 11))	:	1
21	3	:	[10, 41, 40]	:	((81, -11), (72, 0), (72, -23))	:	1
22	3	:	[42, 43, 14]	:	((81, -26), (81, -11), (95, -30))	:	0
23	3	:	[42, 41, 44]	:	((81, -11), (81, -26), (72, -23))	:	1
