#ID	#Sides	:	Edge IDs	:	Shape	:	Tally
0	6	:	[0, 1, 2, 3, 4, 5]	:	((50, -87), (100, 0), (50, 87), (-50, 87), (-100, 0), (-50, -87), (50, -87))	:	1
1	4	:	[0, 6, 7, 8]	:	((100, 0), (50, -87), (137, -137), (187, -50), (100, 0))	:	1
2	4	:	[1, 9, 10, 11]	:	((50, 87), (100, 0), (187, 50), (137, 137), (50, 87))	:	2
3	4	:	[2, 12, 13, 14]	:	((-50, 87), (50, 87), (50, 187), (-50, 187), (-50, 87))	:	2
4	4	:	[3, 15, 16, 17]	:	((-100, 0), (-50, 87), (-137, 137), (-187, 50), (-100, 0))	:	1
5	4	:	[4, 18, 19, 20]	:	((-50, -87), (-100, 0), (-187, -50), (-137, -137), (-50, -87))	:	1
6	4	:	[5, 21, 22, 23]	:	((50, -87), (-50, -87), (-50, -187), (50, -187), (50, -87))	:	0
7	4	:	[7, 24, 25, 26]	:	((187, -50), (137, -137), (223, -187), (273, -100), (187, -50))	:	2
8	4	:	[10, 27, 28, 29]	:	((137, 137), (187, 50), (273, 100), (223, 187), (137, 137))	:	2
9	4	:	[13, 30, 31, 32]	:	((-50, 187), (50, 187), (50, 287), (-50, 287), (-50, 187))	:	1
10	4	:	[16, 33, 34, 35]	:	((-187, 50), (-137, 137), (-223, 187), (-273, 100), (-187, 50))	:	0
11	4	:	[19, 36, 37, 38]	:	((-137, -137), (-187, -50), (-273, -100), (-223, -187), (-137, -137))	:	2
12	4	:	[22, 39, 40, 41]	:	((50, -187), (-50, -187), (-50, -287), (50, -287), (50, -187))	:	0
13	3	:	[8, 42, 9]	:	((100, 0), (187, -50), (187, 50), (100, 0))	:	1
14	3	:	[11, 43, 12]	:	((50, 87), (137, 137), (50, 187), (50, 87))	:	1
15	3	:	[14, 44, 15]	:	((-50, 87), (-50, 187), (-137, 137), (-50, 87))	:	2
16	3	:	[17, 45, 18]	:	((-100, 0), (-187, 50), (-187, -50), (-100, 0))	:	0
17	3	:	[20, 46, 21]	:	((-50, -87), (-137, -137), (-50, -187), (-50, -87))	:	0
18	3	:	[23, 47, 6]	:	((50, -87), (50, -187), (137, -137), (50, -87))	:	0
19	3	:	[42, 48, 49]	:	((187, 50), (187, -50), (273, 0), (187, 50))	:	1
20	3	:	[43, 50, 51]	:	((50, 187), (137, 137), (137, 237), (50, 187))	:	1
21	3	:	[44, 52, 53]	:	((-137, 137), (-50, 187), (-137, 237), (-137, 137))	:	1
22	3	:	[45, 54, 55]	:	((-187, -50), (-187, 50), (-273, 0), (-187, -50))	:	1
23	3	:	[46, 56, 57]	:	((-50, -187), (-137, -137), (-137, -237), (-50, -187))	:	1
24	3	:	[47, 58, 59]	:	((137, -137), (50, -187), (137, -237), (137, -137))	:	1
25	3	:	[24, 59, 60]	:	((223, -187), (137, -137), (137, -237), (223, -187))	:	2
26	3	:	[26, 61, 48]	:	((187, -50), (273, -100), (273, 0), (187, -50))	:	0
27	3	:	[27, 49, 62]	:	((273, 100), (187, 50), (273, 0), (273, 100))	:	1
28	3	:	[29, 63, 50]	:	((137, 137), (223, 187), (137, 237), (137, 137))	:	0
29	3	:	[30, 51, 64]	:	((50, 287), (50, 187), (137, 237), (50, 287))	:	1
30	3	:	[32, 65, 52]	:	((-50, 187), (-50, 287), (-137, 237), (-50, 187))	:	0
31	3	:	[33, 53, 66]	:	((-223, 187), (-137, 137), (-137, 237), (-223, 187))	:	0
32	3	:	[35, 67, 54]	:	((-187, 50), (-273, 100), (-273, 0), (-187, 50))	:	0
33	3	:	[36, 55, 68]	:	((-273, -100), (-187, -50), (-273, 0), (-273, -100))	:	1
34	3	:	[38, 69, 56]	:	((-137, -137), (-223, -187), (-137, -237), (-137, -137))	:	1
35	3	:	[39, 57, 70]	:	((-50, -287), (-50, -187), (-137, -237), (-50, -287))	:	0
36	3	:	[41, 71, 58]	:	((50, -187), (50, -287), (137, -237), (50, -187))	:	0
37	6	:	[25, 72, 73, 74, 75, 76]	:	((273, -100), (223, -187), (273, -273), (373, -273), (423, -187), (373, -100), (273, -100))	:	4
38	6	:	[28, 77, 78, 79, 80, 81]	:	((223, 187), (273, 100), (373, 100), (423, 187), (373, 273), (273, 273), (223, 187))	:	4
39	6	:	[31, 82, 83, 84, 85, 86]	:	((-50, 287), (50, 287), (100, 373), (50, 460), (-50, 460), (-100, 373), (-50, 287))	:	1
40	6	:	[34, 87, 88, 89, 90, 91]	:	((-273, 100), (-223, 187), (-273, 273), (-373, 273), (-423, 187), (-373, 100), (-273, 100))	:	3
41	6	:	[37, 92, 93, 94, 95, 96]	:	((-223, -187), (-273, -100), (-373, -100), (-423, -187), (-373, -273), (-273, -273), (-223, -187))	:	3
42	6	:	[40, 97, 98, 99, 100, 101]	:	((50, -287), (-50, -287), (-100, -373), (-50, -460), (50, -460), (100, -373), (50, -287))	:	1
43	4	:	[72, 60, 102, 103]	:	((273, -273), (223, -187), (137, -237), (187, -323), (273, -273))	:	1
44	4	:	[76, 104, 105, 61]	:	((273, -100), (373, -100), (373, 0), (273, 0), (273, -100))	:	2
