#ID	#Sides	:	Edge IDs	:	Shape	:	Tally
0	6	:	[0, 1, 2, 3, 4, 5]	:	((50, -87), (100, 0), (50, 87), (-50, 87), (-100, 0), (-50, -87), (50, -87))	:	4
1	4	:	[0, 6, 7, 8]	:	((100, 0), (50, -87), (137, -137), (187, -50), (100, 0))	:	1
2	4	:	[1, 9, 10, 11]	:	((50, 87), (100, 0), (187, 50), (137, 137), (50, 87))	:	2
3	4	:	[2, 12, 13, 14]	:	((-50, 87), (50, 87), (50, 187), (-50, 187), (-50, 87))	:	2
4	4	:	[3, 15, 16, 17]	:	((-100, 0), (-50, 87), (-137, 137), (-187, 50), (-100, 0))	:	2
5	4	:	[4, 18, 19, 20]	:	((-50, -87), (-100, 0), (-187, -50), (-137, -137), (-50, -87))	:	2
6	4	:	[5, 21, 22, 23]	:	((50, -87), (-50, -87), (-50, -187), (50, -187), (50, -87))	:	0
7	3	:	[6, 23, 24]	:	((137, -137), (50, -87), (50, -187), (137, -137))	:	1
8	3	:	[9, 8, 25]	:	((187, 50), (100, 0), (187, -50), (187, 50))	:	2
9	3	:	[12, 11, 26]	:	((50, 187), (50, 87), (137, 137), (50, 187))	:	1
10	3	:	[15, 14, 27]	:	((-137, 137), (-50, 87), (-50, 187), (-137, 137))	:	1
11	3	:	[18, 17, 28]	:	((-187, -50), (-100, 0), (-187, 50), (-187, -50))	:	1
12	3	:	[21, 20, 29]	:	((-50, -187), (-50, -87), (-137, -137), (-50, -187))	:	1
13	6	:	[7, 30, 31, 32, 33, 34]	:	((187, -50), (137, -137), (187, -223), (287, -223), (337, -137), (287, -50), (187, -50))	:	1
14	6	:	[10, 35, 36, 37, 38, 39]	:	((137, 137), (187, 50), (287, 50), (337, 137), (287, 223), (187, 223), (137, 137))	:	3
15	6	:	[13, 40, 41, 42, 43, 44]	:	((-50, 187), (50, 187), (100, 273), (50, 360), (-50, 360), (-100, 273), (-50, 187))	:	2
16	6	:	[16, 45, 46, 47, 48, 49]	:	((-187, 50), (-137, 137), (-187, 223), (-287, 223), (-337, 137), (-287, 50), (-187, 50))	:	1
17	6	:	[19, 50, 51, 52, 53, 54]	:	((-137, -137), (-187, -50), (-287, -50), (-337, -137), (-287, -223), (-187, -223), (-137, -137))	:	2
18	6	:	[22, 55, 56, 57, 58, 59]	:	((50, -187), (-50, -187), (-100, -273), (-50, -360), (50, -360), (100, -273), (50, -187))	:	2
19	4	:	[30, 24, 59, 60]	:	((187, -223), (137, -137), (50, -187), (100, -273), (187, -223))	:	3
20	4	:	[31, 61, 62, 63]	:	((287, -223), (187, -223), (187, -323), (287, -323), (287, -223))	:	3
21	4	:	[32, 64, 65, 66]	:	((337, -137), (287, -223), (373, -273), (423, -187), (337, -137))	:	3
22	4	:	[33, 67, 68, 69]	:	((287, -50), (337, -137), (423, -87), (373, 0), (287, -50))	:	3
23	4	:	[35, 25, 34, 70]	:	((287, 50), (187, 50), (187, -50), (287, -50), (287, 50))	:	2
24	4	:	[36, 71, 72, 73]	:	((337, 137), (287, 50), (373, 0), (423, 87), (337, 137))	:	1
25	4	:	[37, 74, 75, 76]	:	((287, 223), (337, 137), (423, 187), (373, 273), (287, 223))	:	3
26	4	:	[38, 77, 78, 79]	:	((187, 223), (287, 223), (287, 323), (187, 323), (187, 223))	:	1
27	4	:	[40, 26, 39, 80]	:	((100, 273), (50, 187), (137, 137), (187, 223), (100, 273))	:	2
28	4	:	[41, 81, 82, 83]	:	((50, 360), (100, 273), (187, 323), (137, 410), (50, 360))	:	3
29	4	:	[42, 84, 85, 86]	:	((-50, 360), (50, 360), (50, 460), (-50, 460), (-50, 360))	:	3
30	4	:	[43, 87, 88, 89]	:	((-100, 273), (-50, 360), (-137, 410), (-187, 323), (-100, 273))	:	1
31	4	:	[45, 27, 44, 90]	:	((-187, 223), (-137, 137), (-50, 187), (-100, 273), (-187, 223))	:	2
32	4	:	[46, 91, 92, 93]	:	((-287, 223), (-187, 223), (-187, 323), (-287, 323), (-287, 223))	:	3
33	4	:	[47, 94, 95, 96]	:	((-337, 137), (-287, 223), (-373, 273), (-423, 187), (-337, 137))	:	3
34	4	:	[48, 97, 98, 99]	:	((-287, 50), (-337, 137), (-423, 87), (-373, 0), (-287, 50))	:	3
35	4	:	[50, 28, 49, 100]	:	((-287, -50), (-187, -50), (-187, 50), (-287, 50), (-287, -50))	:	3
36	4	:	[51, 101, 102, 103]	:	((-337, -137), (-287, -50), (-373, 0), (-423, -87), (-337, -137))	:	0
37	4	:	[52, 104, 105, 106]	:	((-287, -223), (-337, -137), (-423, -187), (-373, -273), (-287, -223))	:	0
38	4	:	[53, 107, 108, 109]	:	((-187, -223), (-287, -223), (-287, -323), (-187, -323), (-187, -223))	:	0
39	4	:	[55, 29, 54, 110]	:	((-100, -273), (-50, -187), (-137, -137), (-187, -223), (-100, -273))	:	2
40	4	:	[56, 111, 112, 113]	:	((-50, -360), (-100, -273), (-187, -323), (-137, -410), (-50, -360))	:	3
41	4	:	[57, 114, 115, 116]	:	((50, -360), (-50, -360), (-50, -460), (50, -460), (50, -360))	:	3
42	4	:	[58, 117, 118, 119]	:	((100, -273), (50, -360), (137, -410), (187, -323), (100, -273))	:	1
