#ID	#Sides	:	Edge IDs	:	Shape	:	Tally
0	6	:	[0, 1, 2, 3, 4, 5]	:	((50, -87), (100, 0), (50, 87), (-50, 87), (-100, 0), (-50, -87), (50, -87))	:	2
1	4	:	[0, 6, 7, 8]	:	((100, 0), (50, -87), (137, -137), (187, -50), (100, 0))	:	0
2	4	:	[1, 9, 10, 11]	:	((50, 87), (100, 0), (187, 50), (137, 137), (50, 87))	:	1
3	4	:	[2, 12, 13, 14]	:	((-50, 87), (50, 87), (50, 187), (-50, 187), (-50, 87))	:	0
4	4	:	[3, 15, 16, 17]	:	((-100, 0), (-50, 87), (-137, 137), (-187, 50), (-100, 0))	:	1
5	4	:	[4, 18, 19, 20]	:	((-50, -87), (-100, 0), (-187, -50), (-137, -137), (-50, -87))	:	2
6	4	:	[5, 21, 22, 23]	:	((50, -87), (-50, -87), (-50, -187), (50, -187), (50, -87))	:	3
7	6	:	[7, 24, 25, 26, 27, 28]	:	((187, -50), (137, -137), (187, -223), (287, -223), (337, -137), (287, -50), (187, -50))	:	1
8	6	:	[10, 29, 30, 31, 32, 33]	:	((137, 137), (187, 50), (287, 50), (337, 137), (287, 223), (187, 223), (137, 137))	:	4
9	6	:	[13, 34, 35, 36, 37, 38]	:	((-50, 187), (50, 187), (100, 273), (50, 360), (-50, 360), (-100, 273), (-50, 187))	:	2
10	6	:	[16, 39, 40, 41, 42, 43]	:	((-187, 50), (-137, 137), (-187, 223), (-287, 223), (-337, 137), (-287, 50), (-187, 50))	:	4
11	6	:	[19, 44, 45, 46, 47, 48]	:	((-137, -137), (-187, -50), (-287, -50), (-337, -137), (-287, -223), (-187, -223), (-137, -137))	:	4
12	6	:	[22, 49, 50, 51, 52, 53]	:	((50, -187), (-50, -187), (-100, -273), (-50, -360), (50, -360), (100, -273), (50, -187))	:	1
13	3	:	[6, 23, 54]	:	((137, -137), (50, -87), (50, -187), (137, -137))	:	1
14	3	:	[9, 8, 55]	:	((187, 50), (100, 0), (187, -50), (187, 50))	:	0
15	3	:	[12, 11, 56]	:	((50, 187), (50, 87), (137, 137), (50, 187))	:	1
16	3	:	[15, 14, 57]	:	((-137, 137), (-50, 87), (-50, 187), (-137, 137))	:	1
17	3	:	[18, 17, 58]	:	((-187, -50), (-100, 0), (-187, 50), (-187, -50))	:	1
18	3	:	[21, 20, 59]	:	((-50, -187), (-50, -87), (-137, -137), (-50, -187))	:	1
19	4	:	[54, 53, 60, 24]	:	((137, -137), (50, -187), (100, -273), (187, -223), (137, -137))	:	0
20	4	:	[55, 28, 61, 29]	:	((187, 50), (187, -50), (287, -50), (287, 50), (187, 50))	:	2
21	4	:	[56, 33, 62, 34]	:	((50, 187), (137, 137), (187, 223), (100, 273), (50, 187))	:	3
22	4	:	[57, 38, 63, 39]	:	((-137, 137), (-50, 187), (-100, 273), (-187, 223), (-137, 137))	:	3
23	4	:	[58, 43, 64, 44]	:	((-187, -50), (-187, 50), (-287, 50), (-287, -50), (-187, -50))	:	3
24	4	:	[59, 48, 65, 49]	:	((-50, -187), (-137, -137), (-187, -223), (-100, -273), (-50, -187))	:	2
25	12	:	[60, 52, 66, 67, 68, 69, 70, 71, 72, 73, 74, 25]	:	((187, -223), (100, -273), (50, -360), (50, -460), (100, -546), (187, -596), (287, -596), (373, -546), (423, -460), (423, -360), (373, -273), (287, -223), (187, -223))	:	1
26	12	:	[61, 27, 75, 76, 77, 78, 79, 80, 81, 82, 83, 30]	:	((287, 50), (287, -50), (337, -137), (423, -187), (523, -187), (610, -137), (660, -50), (660, 50), (610, 137), (523, 187), (423, 187), (337, 137), (287, 50))	:	9
27	12	:	[62, 32, 84, 85, 86, 87, 88, 89, 90, 91, 92, 35]	:	((100, 273), (187, 223), (287, 223), (373, 273), (423, 360), (423, 460), (373, 546), (287, 596), (187, 596), (100, 546), (50, 460), (50, 360), (100, 273))	:	3
28	12	:	[63, 37, 93, 94, 95, 96, 97, 98, 99, 100, 101, 40]	:	((-187, 223), (-100, 273), (-50, 360), (-50, 460), (-100, 546), (-187, 596), (-287, 596), (-373, 546), (-423, 460), (-423, 360), (-373, 273), (-287, 223), (-187, 223))	:	2
29	12	:	[64, 42, 102, 103, 104, 105, 106, 107, 108, 109, 110, 45]	:	((-287, -50), (-287, 50), (-337, 137), (-423, 187), (-523, 187), (-610, 137), (-660, 50), (-660, -50), (-610, -137), (-523, -187), (-423, -187), (-337, -137), (-287, -50))	:	8
30	12	:	[65, 47, 111, 112, 113, 114, 115, 116, 117, 118, 119, 50]	:	((-100, -273), (-187, -223), (-287, -223), (-373, -273), (-423, -360), (-423, -460), (-373, -546), (-287, -596), (-187, -596), (-100, -546), (-50, -460), (-50, -360), (-100, -273))	:	1
31	4	:	[66, 51, 119, 120]	:	((50, -460), (50, -360), (-50, -360), (-50, -460), (50, -460))	:	0
32	4	:	[75, 26, 74, 121]	:	((423, -187), (337, -137), (287, -223), (373, -273), (423, -187))	:	1
33	4	:	[84, 31, 83, 122]	:	((373, 273), (287, 223), (337, 137), (423, 187), (373, 273))	:	2
34	4	:	[93, 36, 92, 123]	:	((-50, 460), (-50, 360), (50, 360), (50, 460), (-50, 460))	:	0
35	4	:	[102, 41, 101, 124]	:	((-423, 187), (-337, 137), (-287, 223), (-373, 273), (-423, 187))	:	2
36	4	:	[111, 46, 110, 125]	:	((-373, -273), (-287, -223), (-337, -137), (-423, -187), (-373, -273))	:	2
37	3	:	[120, 126, 127]	:	((50, -460), (-50, -460), (0, -546), (50, -460))	:	1
38	3	:	[121, 128, 129]	:	((423, -187), (373, -273), (473, -273), (423, -187))	:	0
39	3	:	[122, 130, 131]	:	((373, 273), (423, 187), (473, 273), (373, 273))	:	0
40	3	:	[123, 132, 133]	:	((-50, 460), (50, 460), (0, 546), (-50, 460))	:	0
